ticket_id,ticket_text,priority
1008607,"ph_user customer trying to bay bill by ph_name but not succeed ,the customer bayed the bill by another way now he didn't has bill but ,received the same error ph_user following is the external message: ph_technical ph_user any update please ph_user find following request and receiver request : ph_code response : ph_code ph_user any update please ph_user kindly we received an error ph_technical request : ph_code response : ph_code inquiry reference number ph_technical ph_user please find following request and response for test number ph_technical request : ph_code response : ph_code ph_technical after pay bills for test number ph_technical and amount become 0 ,when the bill inquiry rejected with error ph_technical request : ph_code response : ph_code ph_user for amount 0 the error should be no bills found ph_user waiting update from you ,as comment below you will check with biller thanks ph_user what is the min amount ? ph_user when the remaining amount ph_technical what is the correct behavior, please find following test scenario : step one ph_technical inquiry for : ph_technical, bill amount ph_technical transaction amount ph_technical ,remaining amount ph_technical step 2 : bill inquiry for : ph_technical, bill amount ph_technical transaction amount ph_technical ,remaining amount 9 step 3:bill inquiry ,result no data found ph_user what about remaining amount how will be handled , it will be transferred to next month ? ph_user id numbers same as bill number please check attached ph_user please confirm that will be not appeared on production ,also when the remaining amount ph_technical ph_technical it will be no option to enter amount, it is correct behavior ph_technical ph_user the test is done successfully ph_user accord should be live you can close the ticket the customer trying to bay bill and received error code ph_technical inquiry reference number : ph_technical",High
1008619,greetings kindly provide me with the path. regards greetings kindly provide me with the path. regards greetings provide me with tables.par archive field issue on history query when the field capacity is minimized on archive ph_technical however on ph_technical and past years they are still the same,Medium
1008625,عند محاولة ادخال بيانات ph_item لا يظهر اسم العميل كاملا وعند الاستعلام من خلال النظام البنكي على اسم العميل لوحظ ان اسم العميل مركب وكما يظهر في اسم العميل المرفق ph_name للمساعدة لطفا في حل المشكلة,High
1008656,greetings please connect on ph_link waiting for report to be available for download. greetings we have ph_name audit and they want to check the user's audit log. currently the page is not loading.,Highest
1008662,greetings we need to check if the dormancy control (ph_technical days) is working or not in  ph_user  conv. as we checked there are users were last login was one or two years ago and still active,Medium
1008671,"kindly note that i've uploaded the ph_file log when the service was hanging. greetings we need your kind support to find the solution asap as this incident causes a lot of headache for other teams when they want to perform the testing. please we need to find the root cause asap. greetings we performed temp solution on the staging environment, we will be waiting your findings for root cause. greetings regarding the temp solution, it was you mentioned (ph_technical). please share what all possibilities can be taken from ph_technical side to solve this issue. since we can't go live with this workaround greetings regarding the temp solution, it was you mentioned (ph_technical). please share what all possibilities can be taken from ph_technical side to solve this issue. since we can't go live with this workaround greetings could you please clarify more about the changes performed by the developer to fix this issue ph_technical greetings could you please update us regarding below as we need to get your feedback asap ? ph_technical greetings kindly note that we tried to check the installed fix by stopping the ph_technical that send request every 20 min… and unfortunately, we faced the same issue before . please note that this is critical issue, and we need to make sure the applied fix will solve this issue asap. greetings kindly note that we tried to check the installed fix by stopping the ph_technical that send request every 20 min… and unfortunately, we faced the same issue before . please note that this is critical issue, and we need to make sure the applied fix will solve this issue asap. greetings could you please advise if the current release on staging has this fix or not ? br, greetings could you please update us ? br greetings you can proceed with case closure. br, greetings you can proceed with case closure. br, greetings we observed abnormal behavior related to spring service on the staging environment. when we tried to send soap request toward the staging we get “internal system error” . when we perform ph_name ph_technical ” to check the service, we can find the process is up and running but it seems hanging. we need to kill the process and restart spring service again. it's very important to know what are the reasons behind this behavior. thanks for your support.",High
1008678,"dears, below the request and response with ph_technical ph_technical ph_technical dears, please find ph_technical sheet for the mentioned ph_item as requested regards greetings ph_technical ph_items data attached. regards greetings please arrange to connect and get all needed data ph_path . regards dears, please find the attached logs regards greetings please find the attached logs. regards greetings please find the attached logs as requested dears, please find the attached logs. regards dears, we have new case with below details, please arrange to connect and check. the attached inward ph_item returned by maker which is directly gone to ph_technical without coming to checker queue, please investigate and advice regards greetings please find the atatched regards dears, yesterday the below ph_item is returned by maker as “closed account” didn’t reach to checker queue, this is very high risk, please investigate and do the rectification at the earliest. regards",High
1008712,"kindly advise about the following: currently, the ph_technical will sync from the branches from the ph_technical. therefore, the status of the branch in the ph_technical will be overwritten. please advise on what is the impact of the branch activation status on other  ph_user  like deposit, clear, ph_technical request. greetings for your action please greetings ph_user , kindly note that we are facing an issue in the production, the issue is that there is a problem with an account enrollment which is associated with an inactive branch. below is an example of the http request. request ph_link ph_technical response ph_technical",Highest
1008767,"ph_user its ok for ph_technical please check ph_name phone no edit on ph_item management screen ph_user we cleared cache and the same can you please clear cache form your side ph_user any update please still same problem ph_user kindly we already send email that passwords incorrect ph_user same problem on the ph_item management ph_user  ph_user  ph_name company no edit appeared ph_user any update please ph_user access granted ph_user fixed ,you can close the ticket thanks kindly, no edit option appeared for following ph_technical services on ph_technical , please check اسم الوكيل ph_name please check ph_user  ph_user  ph_name company no edit on ph_item management.",High
1008791,upload files,Medium
1008856,please find the list of issues we found in latest release below: there is no handler for ph_technical there is no handler for ph_technical exception. dollar sign when writing ph_item. list of ph_item ph_technical requests are not sorted. no records for ph_technical and bank approvals in change history. ph_item books requests pending for approval. rejected check books by ph_technical appears as approved,Medium
1008884,thank you kindly note the below wallet has no action buttons ph_technical ph_technical,High
1008912,"what is the update here ? any update here do we have updates here ph_technical any update here ? greetings what is needed here? should we communicate with ph_name? regards, will check with them and let you know regards, dears, kindly check below cases reported from ph_technical. kindly note that according to the ph_technical ph_technical document, the ph_technical field which is a character indication of any priority the sender assigns for processing by the recipient should be filled as “0100”. we have noticed that some messages are filled with a different priority than “0100”, while you should use the correct message priority as indicated in the ph_technical ph_technical document (page 9). string ph_technical 4-character indication of any priority the sender assigns for processing by the recipient. ph_technical please find below ph_technical with wrong message user priority ph_technical ph_technical ph_technical",High
1008940,"activate all new transaction configuration related to physical cards on production in able to edit them currently, the edit icon does not appear while we have permission. attached the list.",Highest
1008968,"greetings i shall let you know once the biller confirms the live production url and  ph_user   ph_user  validates the connection so that you can assist in deployment. the ph_name new middleware on uat was: ph_technical greetings kindly take note that we will go live for ph_name new, i am awaiting the biller response with the prod urls. dears, urls are same as testing greetings kindly ensure that the connection for the following links are open and good to go for live enhancement ph_technical if okay, kindly let me know so that i can advise on the next step. dears the connection is open from ph_technical ( ph_ip_address ph_technical ph_ip_address ) toward ph_ip_address in port ph_technical greetings kindly deploy to live and provide the port number here. thanks. greetings ph_link this is the release url greetings and ph_user kindly note that we have deployed to live, and i informed the customer. kindly confirm that ph_name new is now live, so that we can close this ticket. greetings we can go live today please. thanks greetings ph_name new was on uat before 1-2 months perhaps, the testing was okay and you faced no issues right? greetings thanks, can i confirm with you that you tested ph_technical greetings as per commercial team confirmation, you  ph_user  now go live! kindly deploy and p provide the live middleware port number so that i can inform the team. thanks greetings confirmed. kindly deploy and provide the ph_technical port number. greetings noted with thanks, you  ph_user  close the ticket. i informed the customer via e-mail. this is is the new ph_name ph_technical services, we are ready to go live. biller name: ph_name version: 1.0.0 release notes: integration with ph_name new ph_technical",High
1009017,greetings we need your support to add a new participant. kindly join us via webex to add the bank. entity id ph_technical name international development bank routing code ph_technical short name ph_technical ph_technical ph_technical 8 ph_technical ph_technical ph_technical ph_technical ph_technical,Medium
1009024,"you can call me anytime greetings what this have to do with integration ph_technical i think its related to configurations so we are replying for the ph_technical dears, kindly find below reported case from ph_name side, as it seems we are not replying on ph_technical requests and return payments at all on production. kindly note that different system participants reported that  ph_user  cash does not allow receiving ""ph_technical"" ph_technical and "" return payments "" ph_technical from other participants. as per the ph_technical certification document signed by your side, the ph_name and return were successfully tested for sending and receiving. if you do not wish to avail of this service to your customers, you are expected to enable the accept ph_path ph_name service and returned payments to your customers to avoid issues with other participants. you were certified to accept ph_path ph_name requests and returned payments from other system participants. please advise on the above issue and let us know if any support is needed from our side. regards,",High
1009028,"ph_technical ph_technical greetings kindly note that , we need to delete the below 11 ph_items onus status: ph_technical request export ph_technical ph_items ph_technical request export 7 ph_items ph_technical ph_technical request export from ph_technical bank dears we need your support to delete felid batches",Highest
1009034,ph_user please note that ph_technical module is down.,High
1009052,greetings kindly note that outward ph_name  ph_user  under ref ph_technical ph_path didn’t appear on ph_technical as confirmed by compliance team. noting that the  ph_user  status on ph_name as showing below ph_technical pending.,Medium
1009057,dears we need to add the ph_name branch to ph_technical,High
1009107,"greetings yes regards greetings we already did but still face the same issue regards greetings we already did but still face the same issue regards greetings sorry. i was very busy. kindly arrange to connect tomorrow regards dears, kindly your help to solve the attached error appeared when trying to upload the ph_item below : ph_technical ph_technical regards",High
1009127,"kindly join below webex ph_link greetings when business is checking customer information they are getting ph_technical error in ph_name prod. regards, ph_user",Highest
1009136,"ph_technical ph_item due today and the beneficiary account is closed , the ph_item appear in ph_technical ph_items account validation page, put there is no action to delete this ph_items. we need delete action for theses cases.",High
1009149,good day for ph_technical appreciate your help so we can return the ph_item insufficient fund ph_technical date 11-10-2022,High
1009151,"dears, kindly check business issue below "" تحية واحترام أرجو من حضرتكم وبشكل عاجل معالجة المشكلة المرفقة داخل نظام ph_technical : علامة التعجب التي تظهر عندما يكون ph_technical مدخل من البنك الاخر ph_technical تظهر فقط عند الدخول الى النظام باللغة الإنجليزية راجيين اجراء اللازم كي تظهر بكلا اللغتين ( العربية و الإنجليزية ) . عاجل جدا ""ولكم الاحترام attached screen shot for this case regards",Medium
1009164,"is this case same as the case we rolled back 2 releases on. you can close this ticket dears, kindly note that we have cases related to outward reversed transactions due to rejected by national switch reason, and the reason description is “could not receive message”. unfortunately those transactions were accepted and sent to their destinations and on the other hand they we reversed to the sender. so we have financial loss here. attached is the transactions . regards,",Highest
1009172,"dears, kindly set the below accounts as default from your side, mobile numbers : ph_technical ,, ph_technical ,, ph_technical regards,",High
1009193,"dears, kindly set the below account as default from your side, mobile number : ph_technical regards,",Highest
1009221,from  ph_user : can u unlock and reset my password in ph_technical pls ph_user and ph_technical,Medium
1009224,thank you kindly set the below default ph_technical ph_technical ph_technical,High
1009230,please reset password  ph_user  and root users in the test environment,Medium
1009250,greetings please advise how to delete the ph_technical from ph_technical failed screen.,Medium
1009279,below customer want to deregister completely from ph_name  ph_name and register with other bank ph_name ph_name  ph_user  ph_technical ph_technical,High
1009314,"joined attached please update on this ph_item ph_technical - ph_item is rejected and still stuck in the queue. kindly do the needful already another ph_item created for the below, which is active in the system",Medium
1009327,"greetings please find the attached the image capture log. thanks, ph_user greetings you can verify it in uat or your environment as this case have already been simulated in uat. please find the log as below: ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical thanks, ph_user greetings we understand the severity for ph_technical, but we need to allow some words ph_technical since this is the name of customer and he is not able to use the system. so please help to check this. thanks,  ph_user greetings please include this fix in same version of ph_technical, ph_ip_address .please confirm. thanks, ph_user greetings since this is the issue with only one user currently so if its possible then share us the fix with same current version which is running in production , it would be much appreciated. thanks , ph_user greetings as mentioned the customer name should match the  ph_user  system and bank side ph_technical for the acceptance of the ph_item. keeping the different spelling can be doubtful for the  ph_user  and other purpose. so please check we need to have solution for this issue. thanks, ph_user greetings we have verified the ph_name name in ph_technical is ph_technical now in uat so please let us know if there will be any impact on the current working scenario of image capture page, including ph_technical, other inward flows. thanks, ph_user greetings we will apply by this weekend and let you know. thanks, ph_user greetings we will apply this today and update you. thanks,  ph_user greetings this has been applied to production lets monitor for few days. thanks, ph_user greetings we are not able to upload ph_item from image capture page for specific customer name as “ ph_name , its giving error “ph_technical”, it work fine if we keep name as “ph_name”. same is the case in test site so please check and provide fix for this. thank you, ph_user",Medium
1009328,"greetings i have tried to test the password on ph_name test server , however , the results not as what we have requested , as system accepted to use more that one numeric characters and after changing it the atatched error appears as i need to try other scenario of the password ph_user regard greetings i have tested the below parameters on ph_name test server . but we need your confirmation implement the below points because i can't test them : ph_technical regards, greetings we need to apply it on production after working hour. regard , greetings today at 3:00 pm suit for you regard , dear as per below request from audit and it security team , we need to apply the below req ph_technical",Medium
1009361,ph_user kindly you can close the ticket please check following pending payments following is the response from ph_technical side form monitoring tool : ph_technical ph_technical,High
1009366,"dear, i couldn't find the below national id ph_path id, could you please try to make new item as individual wallet and choose nationality : ph_technical, id type: ph_technical, and add letters to the national id ph_path id regards, kindly note we are not able to input letters while we creating new individual wallets if we chose (ph_technical - temporary passport) as id type, could you please allow it, ph_name,",Blocker
1009371,"greetings this issue is related to the java incompatibility with appdynamics. the release (release 3.3.0) which has the upgraded java is already deployed to ph_technical and we are waiting for the test results to deploy the release on the production environment. we have received an alert from ph_technical ph_technical that there is a high error rate with the following description: app server restart sun oct 23 08:56:37 ast 2022 ph_info_table ph_technical application server ph_technical was re-started node: ph_technical, tier: ph_technical",Low
1009396,"ph_user as thew ticket ph_name the deployment should be done ,please confirm and close after that you can close the ticket accord go live v1.1.1",High
1009437,"greetings we need your support to remove all the users listed in the trash screen. kindly provide us with list of all ph_name users as below: include (ph_technical, user name , authorities , last login date , last password change date , account status) regards, ph_user",Medium
1009447,ticket opened on behalf of customer as the business users complain they faced slowness while moving between pages also when click on approve ph_path buttons,Medium
1009455,"greetings we tried again and still the same error appears. req: ph_code res: ph_code regards, we updated the response to be as below, but the problem is not solved. ph_code ph_technical we updated it and the problem is not solved: ph_code ph_technical greetings kindly is there an update? attached the service configuration we updated it but still receiving error from biller side, below the response after update: ph_code ph_technical still the same problem: ph_code ph_technical it worked now, thank you. please consider close req: ph_code res: ph_code",High
1009463,dears kindly we need your urgent support to open session ph_name i received from ph_technical but cant display on database,Highest
1009484,"kindly set the below as default, ph_technical ph_technical",High
1009486,نعلمكم بوجود مشكلة على عدد ph_technical حيث ان التقرير يظهر ph_technical ph_item وارد وأيضا خطأ في كامل التقرير من حيث ph_technical التي تم الرد عليها وph_technical  واصل ph_technical حسب تقرير master هو ph_technical ph_item نعلمكم بوجود مشكلة على عدد ph_technical حيث ان التقرير يظهر ph_technical ph_item وارد وأيضا خطأ في كامل التقرير من حيث ph_technical التي تم الرد عليها وph_technical  واصل ph_technical حسب تقرير master هو ph_technical ph_item تحيه طيبة وبعد يرجى التكرم بتعديل ph_technical onus بحيث يبقى التقديم لغاية الساعة الثالثة والنصف بدلا من الثالثة وموعد الاغلاق لغاية الساعة الرابعة تماشيا مع ساعات عمل البنك اعتبارا من تاريخ 30 علما بان التعديل سيتم يوم الاحد صباخا وبالتنسيق مع السيد ph_name وشكرا,Highest
1009500,"dears, confirm . thanks a lot for support. regards, greetings your kind support is highly appreciated to amend the time that appears upon sending emails from the ph_name to be 2:45 pm instead of 2:15 pm. the current subject text is as below : ((please confirm the ph_item for the below reason/s and advice the required action before 2:15 pm )) thanks and regards,",Highest
1009540,dears ph_user ph_user these 2 fields from the morning so please solve it regards dears ph_user ph_user please note that we have 2 files with letter r and the other with letter v we do reply for it but its still appear your urgent help please regards,Highest
1009543,"greetings all reports. greetings find the attached greetings any update please? dears, please note that when user select branch with three single quotes like ph_technical""""ph_technical branch to export report, the report not appear",Medium
1009552,"greetings user not available for today.. but yesterday we tried to add ph_technical to compatibility mode and trusted site and we compare the setting with other machines. username: ph_name thanks greetings i'm not able to contact the user to check the ph_technical setting. please give me two days more and i will update you. regards dears, we are facing one issue with one head teller user. when she is trying to open the  ph_user  link, she is getting the below error ph_technical she is using ie 11 we tried the following: delete ph_technical reset all ie setting. provided her new machine and she faced the same (one teller used the new pc and it was ok for him) asked her to use one existing teller pc and she faced the same. asked one teller to login to  ph_user  from her pc and from her windows profile and no issue for him. please advise asap as this teller unable to use  ph_user  since last week.",Medium
1009569,"thank you kindly set the below default, ph_technical ph_technical",High
1009576,"dears ph_user please find attached greetings as per our team mention below discussion with  ph_user  from ph_name, he advised to raise a ticket for them to investigate if there is any system issue regarding the ph_technical ph_item. ideally the system should not accept it but it was accepted in our case. so below details: (the teller mentioned the date as ph_technical ph_path instead of ph_technical ph_path for the on-us ph_technical however, the system accepted it and did not give any error message that the ph_technical is postdated. we have mentioned the ph_technical date correctly in our core system. it was only mentioned wrongly in the on-us page. ph_technical dears ph_user please find attached greetings please update greetings the ph_item date is 14 ph_path dear team reminder. i am unable to return one on-us ph_technical to the teller to rectify the ph_technical date which was entered wrongly. can you please delete the ph_technical from their end in order for us to rescan it. we tried to resend the ph_technical but the message says ph_technical already accepted”. the ph_technical is in the replied batches queue. ph_technical",High
1009584,"greetings please note that the below issues covered ph_path on the deployed release feature name notes the external customer is not able to set password n/a remove calendar permission and the calendar will be under dashboards. n/a on the ph_technical page- there is ‘warning’ shown in red and its not aligned. (this is a bug, not a new requirement) multi line endorsement in 2.2 version – this version was not compatible with the scanner as tested today. it gave a time out even though the ph_item was moving correctly in the ph_technical. fix special characters for ph_technical n/a ph_technical scanning failed. more than ph_technical ph_items could not be scanned in a pack. additional issues identified on the packs module are attached along with evidence n/a viewing the .dat file details on bank shell and ph_item shell n/a the ph_technical calendar is visible to everyone and not segmented to specific user n/a dashboard is not visible for both bank and ph_item shell n/a validate and limit the length of the following fields for ph_item users narrative fields: ph_technical characters client reference: ph_technical characters ph_item amount: ph_technical digits including fractions n/a add the ph_item id validation field up to ph_technical characters n/a add the reply date and settlement date fields for filtration n/a add the lookups view as for the bank to be able to add ph_technical banks and branches n/a impacted areas reset link for ph_item clients the calendar on ph_item shell warning message bank shell dashboard ph_technical",Medium
1009593,"greetings management is not accepting the below solution to configure the cron job at os level as the server is shared by multiple applications. please suggest an alternate permanent solution. greetings management is not accepting the below solution to configure the cron job at os level as the server is shared by multiple applications. please suggest an alternate permanent solution. greetings as we discussed , the batch is running everyday at 2 :00 a.m . while on remote session, we changed the no of days to 2 and will monitor the system for a few days. greetings ticket has been raised for the word wrap issue occurring in return memo. this was fixed last week, but again it is recurring. please arrange to fix it permanently. please find attached the sample report.",Medium
1009599,issues with onus ph_items presented on 25.10.2022,Medium
1009601,greetings please find the attached and the session date should 31-10-2022 dears kindly note that we have faced an issue today on production were the session date was null on ph_technical tables,High
1009618,"greetings i have tried multiple email all are unique still same case there best regards ph_user done . greetings done for the first query for the second there are no output best regards . greetings can you please update on this best regards . greetings kindly note the below workaround will work but business team requested to have the normal behavior fix to avoid any other implication after .and to test the case as is on production . best regards . greetings sit is done only the ph_technical notification issue is pending once this issue is solved we can tested best regards . greetings the issue is now resolved will test remaining items and get back to you dears ph_user ph_user kindly note that we will be deploying the new resales script on the already ph_technical schema to avoid the below constraints issue ,first we need the latest ph_country rollout updated scripts to check all is deployed on ph_technical schema correctly as we couldn't downloaded them from the previously shared url then we need the updated script for the currently uploaded release also to be deployed on the ph_technical schema after that we will do the sit on the new items and update you with the result . best regards . dears, kindly note that a system error appear when trying to create new user as per screenshot logs are shared on the same ticket",Medium
1009623,good day kindly note that there is a an empty page appears for one of the users on ph_technical scan ph_technical  ph_user  page your help please,High
1009637,"the ph_technical ph_items always fails to be sent due to ph_technical error when the user couple and match them in ph_technical back office, when the ph_items go to resend queue, click on resend, the ph_item will then go to  ph_user . this needs to be checked and solved please. pls. see the snapshots attached.",Medium
1009647,"thank you dears, kindly note that all the transactions in the attached sheet are partially accepted , please check them and change the status, regards,",Blocker
1009661,"current purchase ph_technical implemented is the following ph_link we need to change it to call ph_technical similar like ph_technical as the attached request. ph_user , yes, confirmed to replace only the below api: ph_technical we need to replace it to call ph_technical similar like ph_technical as the attached request. greetings we had a meeting with  ph_user  and  ph_user , we discussed this issue and we agreed to provide the request. the request is already attached. regarding the ph_technical, it is the same as ph_technical api. kindly is there an update on this? thanks, will check and update you. ph_technical api (ph_technical) you use brand code ph_technical request: ph_code while in the purchase, you send different brand code (ph_technical) request: ph_code ph_user , ph_user thank you, the testing is passed, please we need to move to production and we need to configure all bundle services as below: ph_technical ph_technical ph_technical ph_technical ph_technical all is fine now, thank you we have a biller on ph_name uat with name (roots), we use this biller to purchase ph_name bundles all types (minutes renewable, minutes non-renewable, internet renewable, internet non-renewable, and roaming ). we need only the replace the current purchase ph_technical to be as attached (attached the request and the response)",Highest
1009691,greetings we will keep monitoring for many days and in case there was no issue we will close it. ph_technical kindly proceed with case closure greetings we need your advice asap regarding below query which is causing load on the ph_technical : we need to know more about this query why it was used and if its running frequently we need to enhance this query ph_sql,High
1009738,"ph_user , after discussion with the  ph_user  manager, please deliver this fix as hotfix on the rehearsal environment to be tested from our side and then go live. thank you, you can close this ticket and will open a new ticket if the issue appears again. the monthly regional amount limit defined on the ph_technical ph_technical, this limit is used to prevent ph_name customers to transfer money to ph_name customers with amount greater than ph_technical ph_technical this customer (ph_technical) from ph_name was able to do a p2p transaction with amount ph_technical ph_technical to ph_name customer (ph_technical), the transaction should be rejected with error exceeding the regional amount but it was accepted, below the transaction reference: ph_technical",Blocker
1009744,"thanks kindly delete the below, ph_technical",High
1009774,ph_technical batch level - ph_technical ph_technical please fix this format issue. ph_technical ph_technical amount format is different in three different areas.,Medium
1009829,dear sir please be kindly informed that ph_name has a scheduled ph_technical visit for ph_user. which is scheduled to be on nov. 17 ph_path @ 02:00pm your soon confirmation for this above mention date and time is highly respected regards,Medium
1009846,"greetings access on servers: os: username: ph_technical password : ph_technical thanks greetings user schema created and password sent by email. thanks greetings i tried and worked. ph_technical thanks greetings i tried and worked. ph_technical thanks greetings i already sent password by email. ph_technical thanks try now please ph_user greetings that good news, please when configuration done let me know to apply security roles for new user. thanks greetings can you please check and validate connection. thanks greetings can you please check  ph_user  request. thanks greetings can you please check  ph_user  request. thanks greetings issue handled for tablespace. thanks greetings issue handled now. thanks this ticket has been created on behalf of the customer. as per the customer feedback, new servers have been created: dears, i have successfully created the requested servers, ph_technical ph_technical",Blocker
1009853,"dears, appreciate postponing this activity to tomorrow. regards. greetings appreciate your kind support to proceed today at 03:45pm with tomcat upgrade on production environment.",High
1009899,to help us to add new branch for the ph_name bank with branch ph_technical please find the attached file,High
1009901,"greetings hope you are doing good,, confirm for mentioned time. best regards ph_user   ph_user confirm dear  ph_user greetings could you please call me at ph_name. best regards dear sir please be kindly informed that ph_name has a scheduled ph_technical visit for ph_user  and integration checking the dr site which is scheduled to be on nov. 17 ph_path @ 02:30pm your soon confirmation for this above mention date and time is highly respected regards",Medium
1009951,"the same case appears also below with different customers: ph_code is there an update on this? greetings based on  ph_user 's feedback on whatsapp, this fix is ready, please deploy it on both uat and the rehearsal environment. thank you you can close this issue, and we will monitor the system after going live. the customer from ph_name with mobile number ph_technical tried to transfer ph_technical ph_technical to customer from ph_name with mobile number ph_technical, while ph_technical ph_technical is the allowed amount, the transaction is rejected while it should be accepted, note that the receiver received the same amount from the same sender in october and it was accepted, the sender tried again in november but he received an error (exceeded credit monthly region amount limit). expected: the system should start counting new limits at the beginning of the month, so the receiver should be able to receive the amount in november. req: ph_code ph_technical",Blocker
1009968,"greetings we are checked in ph_technical ph_technical and ph_technical table in ph_technical schema, there is no logs for this case. thanks, ph_user greetings yes the issue exist. already mentioned the table name ph_technical and there is no log , the screenshot for ph_technical is attached. thanks, ph_user as shown in screenshot , it was showing ph_technical but in ph_technical it was showing ph_technical so we had to update the format of time and it showed correct value as 2022. greetings details are already provided as discussed earlier and workaround applied was we had again update the date manually using below query ph_sql ph_sql ph_sql greetings since our  ph_user  19 go-live date , we have our first holiday added on  ph_user  system today(18th november 2022) for  ph_user  ph_name day on 20th and 21st november, 2022 . but the holiday was not synced to ph_name system, we added required ph_technical and synonyms and trigger for synchronization process. and the holiday syced with ph_technical system but with wrong date shown in ph_technical ui(ie, 20th nov 2023) but we could see 20thnov 2022 in db . so please check what is the issue and support to fix this. thanks,  ph_user",Medium
1010031,"dear  ph_user failover on dr has been postponed until further notice kindly note that we will change ph_name system to be from dr date on friday 2 ph_path , and we need contact person to be ready in case we need help",Medium
1010047,"greetings what was the root cause of the issue? for now we will keep monitoring the system until eod and will update you . regards, dear  ph_user, there are some outwards  ph_user  pending with status initial posting since 9:47 am regards, greetings we have issue with one  ph_user  ( ph_technical) which failed with status of ph_technical generating failed step and there is error description( no workflow action available with identifier: ph_technical ph_technical ph_technical, ph_technical, ph_technical] ) and we are not able to retry. please advice and we cant reverse the amount from customer regards,,, greetings we have ph_technical batch under ph_name outward failed batches with “ph_technical generating failed step” which is not normal behavior and ph_technical batch with status of “waiting central ph_technical reply step” which is not normal behavior which is not normal behavior. kindly advice greetings what is the scope of testing this fixes ph_technical greetings we have send multiple transaction in ph_name outward and there was no “ph_technical generating failed step”. can we apply the fix by next week. regards, greetings ph_user  is not receiving any inwards and the outward  ph_user  are pending with the status of waiting central reply. regards,",Blocker
1010048,"the issue solved, thank you ph_user for your assist. best regards, ph_user dears, please assist in inserting ph_items from excel sheet into ph_technical for ph_technical module. best regards, ph_user",Medium
1010058,"greetings kindly confirm your availability @ 11 am. greetings kindly confirm your availability today @ 11 am. greetings kindly confirm your availability today @ 11 am. greetings as we discussed over call, kindly ph_technical ordinate with support team ph_technical confirm us the user role to access the report for the messages ph_technical and ph_technical. greetings as we discussed over call, kindly ph_technical ordinate with support team ph_technical confirm us the user role to access the report for the messages ph_technical and ph_technical. greetings kindly let us know the status of the below case. greetings kindly let us know the status of the below case. greetings kindly let us know your availability today to test the user roles on uat greetings we will have call ph_technical 11:30 am and also let us know what all the support you need from us to test the roles. only application or server team also you need, greetings can i arrange the call tomorrow morning @ 11 am because our server team will be available tomorrow @ 11 greetings can i arrange the call tomorrow morning @ 11 am because our server team will be available tomorrow @ 11 greetings kindly join the session now greetings kindly join the session now daer  ph_user , okay.kindly let me know before your join or else we can have call tomorrow. greetings i am facing some issue while sharing the screen. we will check the issue and will update you. greetings i am facing some issue while sharing the screen. we will check the issue and will update you. greetings kindly let us know your availability today. greetings kindly let us know your availability today to complete the below. can i share the session @ 1:30 pm greetings i have sent the link greetings kindly confirm your availability today @ 2:30 or 3 pm to have call with server team. greetings kindly confirm your availability today @ 2:30 pm to arraneg the call with our infra team. greetings kindly confirm your availability today @ 2:30 pm to arrange the call with our infra team. greetings kindly note that we are waiting for business testing update and will let you know. greetings kindly need your assistance for the case .ticket (ph_technical) business team wants to arrange a meeting with you",Medium
1010085,"greetings good day. as per business, the message without ph_technical a will go to verification queue. but this specific message went to ph_technical. we will send you the screen if you give an email adress. not able to upload the images to support portal dears, business reported that, one message went to stp and that message don't have the field ph_technical a. usually, these messages will move to verification. but here its not. requesting your support to check this case through a session.",High
1010126,"greetings memory expanded. thanks greetings please note that , we have observed that , yesterday at 19:43 number of session between integration servers and application servers has been increased suddenly to ph_technical k sessions at for around 7 minutes , the same behavior happened last week , at the same time we received a complaints from some ph_technical , same behavior happened several months ago and affected all ph_name pay services. please it is required to know the root cause behind such behavior to avoid having any service interruptions., thanks",Medium
1010134,"appreciate your effort, please close the ticket. kindly set the below wallets default as soon as you can, ph_technical",High
1010151,"ph_user   ph_user  is inviting you to a scheduled zoom meeting. topic:  ph_user   ph_user 's personal meeting room join zoom meeting ph_link ph_technical greetings ph_user please join below link to discuss stp rules ph_user  ph_user  is inviting you to a scheduled zoom meeting. topic:  ph_user   ph_user 's personal meeting room join zoom meeting ph_link ph_technical regards ph_user   ph_user  is inviting you to a scheduled zoom meeting. topic:  ph_user   ph_user 's personal meeting room join zoom meeting ph_link ph_technical greetings whats the plan for today ? ph_technical regards dears ph_user ph_user we need update please regards greetings sure, please join below link join zoom meeting ph_link ph_technical regards dears ph_user ph_user please check attached regards dears please note we have issue with ph_name service that's hang and need to turn it manually to work probably, almost when we have load on ph_technical this is appear please give this issue higher priority because it's appear to much recently regards",Highest
1010158,"greetings sure,we will apply the changes in uat first and will do the end to end testing before enable in production dear  ph_user as part of audit , we need to enable tde encryption on ph_technical database level. please check and let us know is there any impact of implementing",Medium
1010199,"dears, please reject the ph_item with the reason ph_technical thanks dears we reject ph_item with the reason : ph_technical deleted and now it is in pay communication pending please advice thanks",Highest
1010254,"dears, kindly set the below account as default from your side, mobile number ph_technical regards,",Blocker
1010280,"greetings it is pacs ph_technical greetings we will follow the below steps and will let you know if any assistance required greetings kindly need your support to add the ph_technical to stp process for the transactions less that ph_technical,ph_technical ph_technical similar to ph_technical.",Medium
